	8
Mazányi Judit,	3
jazzhegedűs	2
a Mai Manó Ház igazgatója	1
GÁSPÁR Tünde RO,	2
Wechter Ákos festőművész	2
Gyenge Nóra	2
Anselm Wagner (Graz) előadása (angol nyelven!),	3
Szentendre polgármestere,	2
Zsuzsanna ENYEDI Adrienn FÜLEKY Enikő GÁBOR Éva Mária GÁBOR József GÁBOS Nóra GERGELY Zsolt GYENES Ágnes HAász Ferenc HARANGOZÓ Péter HERENDI Paula HERNÁDI István HORKAY Dorina JUHÁSZ Katalin KÁDÁR József KÁNTOR,	1
Mélyzenei rezonálás: Babits Antal	1
Csiszér Zsuzsi,	70
Tornyainé Dóry Zsuzsa,	4
Kelemen Dorottya,	1
Nemzetközi útlevél és személyi igazolvány kiállítás 256 művész részvételével,	2
Fodor,	2
Csepeli György,	2
az Index fotóriportere,	2
Tomasz Maniewski,	2
Lach Sándor,	6
Csákány István,	49
Soybot,	2
Kratochwill Mimi művészettörténész,	2
Hatházi L.,	2
Typoszalon Magyar Typográfusok Egyesületének kiállítása,	2
a MANK Nonprofit Kft. ügyvezetője,	2
Szinyova GErgő,	1
Dubuc Gabriel,	2
a Magyar Építész Kamara elnöke  és,	2
DON Tamás,	2
Dobay Eszter,	2
Maja és Reuben Fowkes (Translocal.org),	1
Nagykáta-Erdőszöllői Nemzetközi Művésztelep,	3
Banyár László  a Regionális Fejlesztő Zrt. vezérigazgatója	2
Chişa,	2
Schilling Árpád,	2
Szentendrei Lakástárlat Alapítvány,	2
Bereczky Loránt	1
Szapu Dániel,	2
Dr. Paul Dick,	2
VÁRKONYI GYÖRGY |  művészettörténész	1
Nasrin Tabatabai,	2
Barka Gábor,	2
Bodoloczki Linda,	3
CSONTÓ Lajos,	11
Előadó: Laura P. Spinadel,	1
Coffie Ameniah,	2
Suranyi Mihaly	2
Axel Matthes	2
Aknay Csaba	2
Bereznai Tamás	1
Pető Tibor Magyarország prágai nagykövete	2
Sasan Abri,	2
Kiss Ferenc,	2
Lukács Andrea,	4
Hadházi Balázs,	2
Joseph Losey: Klein úr	1
SZIJ Kamilla,	2
Pataki Gábor előadása,	1
Endrei Judit,	2
a Néprajzi Műzeum főigazgatója	2
FICZEK FERENC,	2
Ybl-díjas építész,	6
Ludovics Thiriez,	2
Atom Richard	2
Sándorfi István,	2
Opál Színház	2
Margitházi Beja,	3
Tóth Pál,	2
Jairo Alvarez,	1
Szilvia Mucsy,	2
MEGYERI KRISZTINA	2
Borsos József építész,	2
Az Építészeti Fotográfusok Nyílt Társaságának kiállítása,	2
Roberto Vignoli,	2
Érsek-Obádovics Mercédesz,	3
Dékány Dávid	2
Paul Harrison,	1
Maria Franecka,	2
Mattis-Teutsch Valdemár,	2
ICA-kru feat. Trixy007	2
Makky György,	1
László Gergely / Rákosi Péter (HU),	2
Éliás István,	20
Perovics Zoltán,	3
SZIKSZ Eszter USA,	2
Leif Elggren,	2
Kerny Terézia	2
előadóművész. Támogató: Vetlanda Kft.	4
Gellér Judit,	65
Viktor Kopasz	2
Cieklinski Sándor filmesztéta,	2
bánki ákos,	5
Varga Szabolcs Lajos,	2
menü pont,	2
Tóth Eszter,	22
MNV Zrt,	2
Verena Rempel,	4
Keleti Éva fotográfus,	2
Dr. Farkas András	3
Szabó Attila (HUN)	2
Krizsán András	1
DJ BODOO,	2
Judith Hopf	1
Rajcsók Attila szobrászművész,	1
Generatio Praecox (Horváth Tibor,	1
tudományos tanácsadó: Fehérvári Zoltán,	2
Michal Moravèík,	1
AGGTELEK (SP),	2
Caspar Stracke,	4
Gál András	2
Balla Dóra	2
Zakariás István,	35
WAHORN András,	4
Maros Krisztina,	4
Galambos Eszter,	3
Sabina Sabolović,	1
Rényi András esztéta	2
Korniss Mihály	2
művészettörténész	135
Fotózás és aktivizmus tanfolyam résztvevői: Balogh Dina,	2
John Cassavetes,	2
Ana Opaliæ,	2
ILÉS MUSZKA Rudolf,	2
Nan Goldin,	3
PACO DALMAU,	1
Tarr Hajnalka/Lakatos Renáta,	2
Annaésthe Barbies,	2
Julie Hayward,	2
rákkutató,	2
Yang Yifei,	2
Olasz Designerek,	2
Fehér Márta,	8
Baranyai Sándor (gitár),	2
Dmitrij KAVARGA,	1
Szőllőssy Enikő,	1
Gábor Csongor Szigeti,	4
Saly Noémi,	2
Mindenki	2
Anne & Patrick Poirier,	1
Mik­lya Gábor,	2
Dévényi Sándor DLA építész	2
Dejan Clement ,	2
Vágó Szabolcs,	8
Meszecsinka Duó,	2
CZIGÁNY Dezső,	2
Raatzsch André,	2
Darvas Kristóf,	5
Paul kessel,	2
VÁRNAI Gyula,	9
Kovács Ádám,	2
Sandro Chia,	2
Keserü Katalin	21
Pavel RUDOLF,	2
csoportos,	22
Vörös Miklós,	2
Bobics Diana,	2
Sean Scully,	1
Aybars Asci építész előadása	1
Tarczali Andrea,	2
GERHES Gábor,	9
Máthé Andrea  PhD,	2
Böhm Gergely,	2
Hiyukurido Shasshin Renmei,	1
Dr. Schneider Márta,	5
P.Ribizlik női vokálegyüttes,	1
Petrányi Barna kulturális menedzser,	2
IngridMwangiRobertHutter,	1
Jari Vilén,	3
SZŰCS BARBARA Eszter,	2
TEPLÁN Nóra,	2
Fajcsák Dénes,	2
Zahoray János,	2
Dánia magyarországi nagykövete,	2
Malgot István	4
SZÁNTÓ DÁNIEL,	2
Charlotte Herben,	4
Hajdu István műkritikus,	2
Bányai Anna,	2
Dorota Buczkowska,	1
A Fehér Vera,	5
Bokros Péter,	2
Balogh Rudolf-díjas fotóművész,	1
Hana Makhmalbaf: Buddha elsüllyedt szégyenében,	1
Paul Harrsion,	2
Sólyomné Gyürk Dorottya Szentendre város alpolgármestere	2
videógráfus: Koroknai Zsolt,	1
Judi Werthein,	4
KRAUSZ Dániel Csaba,	2
Roman Uranjek,	4
Von Yodi	2
KAOZZ INC wall paint,	2
Óbuda- Békásmegyer alpolgármestere és Zsigmond Attila a Budapest Galéria igazgatója	1
vaSSSándor	1
Sory Sanlé,	2
Palotai János	4
dr. Brindusa Armanca	1
Menszátor Héresz Attila	2
LEITNER Levente,	2
Der Geringste Widerstand,	2
Slavko Vorkapich,	2
Krausz Dániel,	8
Dr. Hermann HEID,	2
Vesna KOVAĆIĆ,	2
Kiállítások,	1
Lencsés Ida kárpitművész,	2
Ludwig Mies van der Rohe,	2
Posta Máté,	22
Ridovics Anna	2
Lájer Vera,	4
Váczi Dani,	4
Palócz Krisztián,	2
Bartha László,	4
Block Art Egyesület,	2
Tolcsvai Művésztelep	1
Bosnyák Zsuzsa,	7
Budaházi Tibor,	7
Joris Weijdom,	2
Ruszty László,	6
Liliana Moro  Podmaniczky Ágnes,	1
Forgó Árpád,	8
Matthias Kretschmer,	2
Dékányné Varga Krisztina,	5
Erdész Lászó	2
Tricepsz,	1
SZILÁGYI Anna,	2
Kecskes Peter,	2
Rejtett történetek	5
Kores,	7
NÉMETH Marcell,	10
Résztvevő művészek	2
Bereznai Péter,	16
Kelen Anna	2
Kissgz,	2
Ellen Strittmatter,	1
Nánai Borbála,	2
Cristina David	2
Molnár Éva,	3
Heidi Greb,	1
Sinkó István képzőművész  művészeti író	2
Sabine Himmelsbach,	2
Szabó Ádám szobrászművész,	1
Henri Cartier-Bresson,	5
Rita Ackermann	4
Gádor Magda szobrászművész,	1
MESTERKURZUS,	2
Bányai Szabados Katalin,	2
Michael Müller-Verweyen	2
A Magyar Garfikáért Alapítány,	1
Kovács Éva Vica,	2
KUBISCH JÁNOS szobrászművész,	2
Tóth Mihály	5
média kutató	2
Szabó Gyula.,	1
EL KAZOVSZKIJ  ERDÉLYI GÁBOR  FAA BALÁZS  FEHÉR LÁSZLÓ  FORGÁCS PÉTER  GÁBOR ÁRON GÁYOR TIBOR,	2
Tomay Tamás,	4
Anne Lene Lés#248;vhaug,	2
PESTI Emma,	4
Kaprinay Zoltán online szakértő	2
Benes József  Csiszér Zsuzsi,	1
Polgár Csaba színművész	1
Boulevard és Brezsnyev Galéria,	2
Páll Evelin,	2
Heinecke Uta,	2
Tímár Péter fotográfus	2
Vereczkey Szilvia textilművész,	1
.page,	2
Király Attila,	4
Mate Orr,	1
Alphons Hustinx,	1
Kopek Gábor	6
Janez JANŠA (SL),	2
Dezső Csaba	1
Jeney Márton,	2
Bessenyei Kati,	2
Hilla Havkin,	2
Vincze Teréz	4
Dr. Sándor Judit	2
a Hadtörténeti Múzeum igazgatója,	2
Köszöntőt mond: Pecsics Mária DLA,	2
Zsigmond Attila,	2
Kovács Éva szociológus,	2
Dobridán,	2
Láposi Dániel	2
Klara Hosnedlova,	2
Geisbühl Tünde,	2
Hubert Czerepok	4
Bihari Sándor,	2
Sátor Dénes,	2
Radák Eszter festőművész	2
Ádám Skublics,	2
Gabi Wagner,	2
François Fiedler	2
Hagar Goren,	2
Tobias Zielony,	2
Fekete Noémi,	1
BLAHA TAMÁS,	2
BORBÁS Annamária,	2
Jarmeczky István,	1
Franciaország magyar fotósok szemével	2
Mohácsi András szobrászművész	1
GESZTELYI NAGY Zsuzsa,	4
Kornis György,	7
Benedek Barna	2
Varga Zsuzsanna művészettörténész	1
United VJs,	4
Náfrádi Márta,	1
az Amerikai Egyesült Államok magyarországi nagykövete	2
Buhály József,	4
Igor és Ivan Buharov,	20
Ritoók Pál építészettörténész	1
Gigon&Guyer,	1
Fejér Megyei KollektívTárlat,	2
Dunaújváros,	2
Kama Sokolnicka,	3
Edgar Bąk,	1
Szalai Györgyi,	1
Rael Artel (Pärnu)	2
Rudolf Schwarzkogler,	2
Horváth Judit,	109
Mischa Kuball és a HF,	3
Németh Hajnal	18
Hugyacsek Balázs,	2
Dr. Kállai Mária	4
Nagy,	4
Böcskei Balázs,	2
Tóth Eszter Adél,	2
Markovits Éva	1
Varga Erik	2
Martin Piaček,	2
Orr Máté	2
Lajkó Félix,	2
Kővári Kamilla Virág,	6
Bereczky Lóránd művészettörténész,	2
Mona Hatoum,	2
Gosztola Kitti - Hegedűs Fanni - Pálinkás Bence György,	1
NAN (Alicja I Adam Panasiewicz) Rafani,	1
Harmony Korine,	3
Zsemlye,	1
Jóry Judit művészettörténész,	2
Pálinkás Bence,	7
Gu Fan,	2
Szegedy-Maszák Zoltán - Langh Róbert &#8,	2
Klaus Groh,	4
Dina Sirat,	1
Varga Tamás,	3
Volmuth Krisztián,	1
művészvideók Indiából,	2
Piti Zsuzsanna,	1
Tardi-Molnár Anna,	2
Sziraczki György,	2
Edu Bayer,	2
Sibylle Kreuter,	2
dr. Mári	1
Textil Tanszék),	2
Mátravölgyi Tímea,	2
Andreas Fogarasi (A),	2
Richard Hyde,	2
Veli Granö (FI),	3
TNPU/IPUT (St. Turba Tamás),	4
a konferencia előadói	1
Nastja Säde Rönkkö,	4
Acsai Miklós,	6
John P. Jacob,	2
Szinyova Gergő	9
Veres László nyugalmazott megyei múzeumigazgató	2
Sáfár Pál	2
az MKE volt rektora	1
André Kertész,	13
Tolvaly Orsolya,	2
Gránitz Tamás,	2
NÉMETH László,	2
Gaál Zoltán fotográfus,	1
Huber Kinga,	10
Viktória Marion,	2
Kurtág Judit,	2
Rimóczi István	2
©WIERKIEWICZ RÓBERT,	2
Térey János József Attila-díjas író	1
Gémes Dávid,	2
Nagy T. Katalin,	23
Ádám Gyula,	2
Nagy Gabriella kiállításán	1
Szuharevszki Babett,	2
Rónai Péter	1
Zolnay Pál,	2
OLÁH Mara,	1
zene: .page.	2
Anja Jackes	2
HITTER Magdolna,	3
Baigal Dölgön,	4
Christy Johnson (USA),	4
Szilágyi Ákos esztéta,	2
Szabados Árpád	3
Simonyi István,	1
Balogh László,	14
Siemon Allen (RSA/USA),	2
Balogh Krisztián,	9
Prosek Zoltán	5
Családügyi,	4
Hajdú Eszter,	2
Angelika Markul,	3
Torma Eva	1
Hervé FISCHER,	2
Csoszó Gabriella / FreeDoc	12
Dimitrij ZSILINSZKIJ,	2
Katarina ©eviæ,	15
Mark Fridvalszki,	2
Jánosi Csaba,	2
Tolvaly Ernőre emlékezünk,	2
Geneviéve CLAISSE,	2
Király András	4
Csutoros Sándor (1942 - 1989),	1
Ruszty László	2
-Szkripka-Jávorszky Anasztázia,	2
CARLO CRIVELLI,	1
Johannes Odenthal,	2
Alex Mirutziu,	4
Büdösök,	2
KUCSKO,	2
TENKE István,	2
Regos István,	2
A Fiatal Képzőművészek Stúdiója Egyesület éves kiállítása,	2
Duró Gábor,	2
Viktor Pivovarov (RU),	2
Lődi Virág,	18
Horváth Richárd,	5
Nicole Lamothe párizsi művészettörténész  a könyv szerzője	2
Kovács Réka,	4
Bojár Iván András	19
Dina Organova,	2
Eirini Sourgiadaki,	2
id. Guti József,	2
Veronika Witte,	1
Szarka,	1
Csőke Judit	1
Csík Gyula,	2
Radnóti Sándor esztéta,	2
Hushegyi Gábor	4
Nagy Mózes klarinétművész	2
Kaiser Ottó,	3
Alexandra PIRICI/Raluca VOINEA,	2
SAO PAULO - Komoróczky Tamás videojának vetítése,	1
ART MOMENTS FESZTIVÁL	2
Hartwig Kompa és Gál András kiállítása,	2
Oliver Mayne,	2
Aneta Szylak,	3
Marosán Fere,	2
Lovas Ilona képzőművész,	2
Péterfi Ábel,	1
Radnótzi Zsuzsa,	2
Hadi Barbara,	2
Zérczi Attila,	2
Altay,	1
Várszegi Tibor,	2
Farkas Dénes	2
Előadó: Bárdos Judit filmesztéta	3
Sáry László,	4
két nemzedék című kiállításon	1
Bazsik Anna,	4
Borkovics Péter,	4
Lara Khaldi,	3
Csontos László szobrászművész,	2
Sára Sándor,	4
Rácz Márta	1
Roham művészeti folyóirat alkotói,	1
Pál Péter,	4
Kumin Mónika,	2
Mayer Irén,	6
Barbara Wiechno  a Lengyel Intézet volt igazgatója,	1
Boris Groys	3
Várfok Galéria,	2
Zielinski Tibor,	3
SURÁNYI Mihály,	2
spanyol kulturális attasé	1
Vera MOLNAR,	4
DTEMEER Dváid,	2
Pető Hunor,	42
Vásárhelyi Zsolt,	11
a Széchenyi István Egyetem rektora,	2
Kozák Csaba művészeti író,	2
SZTRUHÁR Zsuzsa,	4
Francisk Mraz Ferko,	2
Solt András	2
BORSOS Róbert,	2
Erich Lessing,	1
Kozák Zsuzsa,	2
Győri Blanka,	19
Tillman J.A.	2
Koen Stein,	2
Grabanc,	2
Virágom zenekar,	2
Lóránt János Demeter,	17
Quack Gongjoo,	1
J. Šimánek,	3
&#8222;Biciklis köz-mű-tárgy&#8221; kiállítás; Madárijesztő-rémísztő kiállítás;,	1
KOLLER Margit,	10
B. Molnár Béla,	2
Menesi Attila - Christoph Rauch (D)	1
Ekler Dezső DLA	2
KALMÁR János,	1
Koppány Attila,	10
NEMES László,	2
Orbán Gergely Kristóf,	8
Molnár Eszter művészettörténész,	2
Shira Wachsmann,	4
Torgyik Katalin,	1
A FEHÉR Vera,	2
Vass-Eysen Áron,	2
Jiri Kocica,	2
táncelőadás,	1
Rédei Ferenc	2
Filler Mate,	2
Syporca Wandhal,	4
Vysoká škola výtvarných umení v Bratislave,	2
Szabó E. Á.,	1
ENDRESZ ÁGNES,	1
Piotr Bosacki,	5
Beszélgetés Krzysztof Wodiczko képzőművésszel,	1
Szelevényi Ákos	2
Szenczy Zoltán,	1
Hannabi,	2
KLEMENT Zoltán,	6
Lemondzhava Natela	2
Török Tamás	18
Alexandru Dan,	2
Karen Bößer,	2
Péli Péter előadása	2
Isabel Val,	3
FÁBIÁN László,	2
Miklós Klaus Rózsa,	2
Center of Contemporary Art Budapest,	2
Ulrike Payerhofer,	4
Jasmina Cibic	7
Tilo SCHULZ,	1
Péterfy Ábel,	16
Bakonyvári Ágnes	3
Csontos János	1
Nancy DAVENPORT,	2
Kárpáthegyi István,	2
Marie-Eve Levasseur,	2
Habis László,	2
&#213;excellenciája Dimitris Contoumas úr,	2
Tóth Judit,	1
Sallay Dániel	2
Pásztor Erika Katalina  Julius Gyula,	2
Közreműködik Passuth Krisztina művészettörténész,	2
Florent Heridel,	2
Iberhalt Zsuzsa,	4
Robert Lacombe - a Francia Intézet igazgatóhelyettese és Bakos Katalin művészettörténész	1
Gönczöl Katalin egyetemi tanár	2
Hegedűs Zoltán,	1
Ungváry Rudolf író,	1
Sallay Jeno (bassgitár),	2
Frömmel Gyula festőművész,	2
Gor Chachal  Alexei Politov,	2
Josef Strau (AT),	2
professor emeritus	3
Maria Hitzenberger,	2
OSAS,	1
Műcsarnok Cipó Galéria,	2
Sinka Péter,	7
Brassai,	7
Heidy Amanda,	2
Almásy Aladár,	4
Paul T. Frankl,	2
CIC Csoport	1
Németh Domonkos Tamás,	5
Mitroi Timea,	1
Iván Rohonyi-Demkó,	2
Deimantas Narkevičius,	1
Cluj-Napoca,	2
Tibor Zsolt,	24
Schnedarek Réka,	11
Günter Holler-Schuster,	2
Zsin Bence,	4
Göbőlyös Luca,	2
BOLDI,	6
Andreas Vousouras,	2
László János	2
Keleti Éva fotóművész	2
Andrej Augustín,	2
Az újonnan vásárolt művek szerzői,	2
Mehdi MOUTASHAR,	2
Wilhelm Sasnal,	2
Kang Yerin + Lee Chihoon,	2
Stein Anna,	2
Ritva Harle (Finland),	2
Doboviczki Attila T.  Közelítés Művészeti Egyesület,	2
BODÓ SÁNDOR,	2
Orit Raff,	2
múzeumigazgató  Szentendre város kulturális és turisztikai vezetője,	2
Forián Szabó Noémi,	4
Nyilvános osztálytalálkozó	2
ART CAMP,	2
Kovács G. Tamás,	2
Willy Römer	2
Pallag Zoltán,	6
Neray Katalin a Kortars Muveszeti Muzeum Ludwig	2
Kanalas Dorina,	2
Áfrány Gábor,	13
Esteban De LA Torre,	2
Nagy Gergő (HU),	2
megnyitja: Margit Mutso,	2
Székesfehérvári Művészek Társasága,	2
Tudományos konferencia	2
Rajat Sharma,	2
Mihael Milunovic  Moizer Zsuzsa,	1
Ben­csik Ist­ván,	2
Bertram Kober,	2
Gárdi Balázs,	6
Pr Evolution Dance Company,	1
Nils Norman,	2
Gadó Flóra,	40
Marinka Limat	1
Neme Z. Márió	2
Kovalovszky Márta	28
Dr. Bendzsel Miklós,	1
Göntér Ildikó,	1
Végh László	2
Farkas Juli,	2
SÁRAI Borbála Luca,	2
Steve McCurry,	2
Laszlo Zsuzsa	2
Tomas Eller,	2
Svéda Dóra Art&Me Galéria vezetője	2
Istvánkó Bea,	13
Gáspár György Georgie m.v.,	1
Eged Dalma	4
Kudász Gábor Arion fotóművész	2
Zsabados Árpád,	1
Fuzuki Etsuko,	1
KERESZTESI Botond,	2
igazgató,	2
Lux Antal / D,	1
Perczel Júlia,	4
Gazdag József	2
Pásti Katalin,	9
Zrínyifalvi Gábor,	2
Tóvaj Rozália,	2
Többen,	2
Vidák zsolt,	2
Radim Langer	2
Josiane Keller,	2
Lelkes A. Gergely,	6
Laci&Balázs (Hatházi László - Antal Balázs),	2
performansz	4
Falcsik Mari és Lantos László Triceps	2
irodalomtörténész	3
Kováts Lajos,	2
borász	4
Jeney Zoltán,	7
Simon Sándor (F),	2
Csang Ta-li (Zhang Dali),	2
Zoltán Mária Flórával Bálványos Anna művészettörténész,	2
DRÉGELY IMRE	2
Andrási Gábor més#251;vészettörténész	2
Keserű Katalin,	2
BADA Dada,	1
Szvoboda Szófia Rita,	4
Dezső Tamás  Erdei Krisztina,	2
Gábor György	2
Zina Mihailovna,	1
Waliczky Tamás,	18
Sparwasser,	2
Nemes Zsuzsa,	4
Pelyhe Tamás,	2
Tóth Anna Eszter	8
Hegyháti Emese,	4
Schopp Ildikó	4
Assaf Romano,	2
Lázár Alexandra Emese,	1
Lugossy Mária,	13
U. Nagy Gábor,	2
Lőrinczy Lia,	8
RÁBA Judit,	1
Kőmíves Kristóf,	4
Kontuly Béla,	2
Sólyom Alex medikus	2
Fodor Dávid,	2
Fernezelyi Márton	4
KnockOutdesign,	1
Szemadám György,	20
KÓSA JÁNOS,	1
Zenél: Naked dogs"	2
Szigeti Tamás fotográfussal a 33. Magyar Sajtófotó Kiállításon	1
NÁDLER István,	6
Heimann Ferenc	2
a Budapesti Operettszínház főigazgatója,	2
Nyakas ILona	2
a biennále nemzeti biztosa	2
Risto Suomi,	2
LÉVAY Jenő,	9
biennále-kiadványok,	2
Dr. Schneider Márta	2
Johanna Householder,	1
Salla Tykkä,	3
MALJUSIN MIHÁLY,	1
Kelemen Katalin  rabbi	2
Szabadi Judit,	3
szlovák művészek,	6
Erdély Jakab,	2
Rózsa Béla,	2
International Workshop,	2
Tana-Kovács Ágnes előadóművész,	2
Nina Maron,	2
Simonyi Emő,	2
Szomjas György,	4
Suzette Dushi,	2
Lévai Balázs,	7
Pándi Ba,	2
Janine Koppelmann,	1
Ferenczi Róbert	2
Reich Gyula,	2
Bitó Ildikó,	2
James T. Hong,	4
Margriet Schavemaker	2
Ligeti György,	1
Kujbus János,	18
Szalai Tibor / Vincze László,	1
Tadeusz Zielniewicz,	2
Kemtty János,	2
Gergely Mariann művészettörténész	1
GEDŐ ILKA,	2
Mészáros Tibor,	2
El Kazovsky,	6
Michael Müller-Verweyen,	6
Dr. Iványi Brigitta,	2
Farkas Izsák hegedűművész	2
Kristine Schnappenburg,	4
Porcelánok a Merényi-gyűjteményből	2
Pacsika Rudolf  Perlaki Márton,	2
E,	50
SZILÁGYI Róza Tekla –független kurátor	2
a Naiv Művészeti Gyűjtemény vezetője,	2
dr Gellér Katalin	2
Zakar	1
Gintaras Makarevicius,	1
RÓNAI Péter (H/SK),	2
Petőcz György	2
Kiscelli Múzeum - Fővárosi Képtár,	2
Jakatics-Szabó Veronika,	46
Emily Pethick,	2
Kopeczky Róna	29
Nagy Zoltán Ferenc,	1
Andreas MÜLLER-POHLE,	2
L.SIMON László,	3
Kosztolányi Dezső,	2
Hannes Böhringer	4
Jenny Ashley,	2
Dr. Zsámbéky Monika művészettörténész,	8
secco & freshko,	2
Kolmont Enikő,	3
SZALAY Péter,	5
Kozma György	2
Miklós Peternák,	7
Boy d,	2
Quayola (UK),	2
Klára Hosnedlová,	2
Reem AL FAISAL,	2
Dunai Mónika	2
Dés László	2
Adriana Daly-Peterova	4
Taro Meissner,	1
a Soros Alapítvány Igazgatója	2
Zsemberi-Szígyártó Miklós	1
Sturcz János Művészettörténész	2
Frank Józsa,	4
Szalai Borbála,	14
DÓRÓ Sándor,	1
Felix Pöchhacker	2
Szabó Levente (hu)	2
Bulk_Kis Rajmund	2
Pelcz Balázs,	2
TIBOR Zsolt,	10
Wilhelm Scherübl,	2
Kungl György,	4
• WEISSENBACHER • GERBER • GERHES • KICSINY • KUNGL	2
Rózsa Péter,	2
PAV MXSKI,	2
Hámori Anett,	16
Békési László,	6
Boros Lili,	12
Barvich Iván,	2
Dr. Bordács Andrea,	2
Sziurcsik Erika,	2
NÉMETH Hajnal	1
Moholy-Nagy Muveszeti Egyetem),	2
void,	2
Péntek Orsolya,	2
Falvai Mátyás,	1
Deák Nóra  ICA-D,	2
Héra Judit,	2
Szadai Levente,	2
Sandly Orsolya,	2
Bazsányi Sándor irodalomkritikus,	2
Sabit Nurimov,	2
Kiss Gábor Attila,	5
"Col Tempo" és#8211; A W.-projekt,	2
Rick Griffin,	1
Eric Kressnig,	2
Geert van FASTENHOUT,	2
Szepessy Béla grafikusművész,	1
Jancsi Zoltán nagykövet	2
Albert Adam,	2
Szepessy Ákos,	6
Ismeretlen,	1
SÓKI Tamás,	2
Galerija Photon,	2
Illényi tamara festőművész,	2
Martin Kohout,	2
Rév István	4
Makai Éva,	2
Vedres Ági fotóművész,	2
egyetemi tanár,	11
Urbán Tamás,	10
Gabriela Fridriksdottir,	2
Interkulturális T.,	2
Bella Dóra,	2
Ázbej Kristóf Baán Katalin Barti Magdolna Bálint Bertalan Bátai Sándor,	2
HANJI Saeko JP m.v.,	2
Bettina Busse,	1
Krisztik Csaba,	2
SARKADI Péter,	2
Jasna Hribernik és Zmago Lenardic,	2
Síró Lajos,	4
ERŐSS Nikolett és GADÓ Flóra	2
Dunky fivérek,	2
Szűcs Péter,	4
Lőrincz Ágnes,	4
Kállai M. Kata,	1
Heimo Luxbacher,	2
Barry McGee,	1
Buday Enikő (NL),	1
Balogh Emese,	2
Andreas Wolf,	2
Nicolas Bourriaud,	2
Ralo Mayer	2
Hartmut BÖHM,	2
Szöllősi Géza képzőművész	2
Monica Mazzone,	2
Vincze Angéla,	2
Theo Frey,	2
Fischli & Weiss,	1
Hardy Granhoj Jorgensen	2
Alan Bulfin (EI),	3
Gili Israel,	2
slam poetry előadó	2
SI-LA-Gi Szabolcs	2
M Olasinska és M Przybylko,	2
Dr. Pászthy Bea	1
Oktatási rektor-helyettes,	2
Bernáth/Y.& Son Techno Live Art,	1
Gerhes Gábor	21
Halak Buli,	1
a Bőrödön viseled című kiállítás kurátora,	4
festő	1
Jancsó Miklós	1
Szikora Tamás,	19
Kopek Gábor,	2
Sas Éva,	1
Otto László,	1
Rácmolnár Sándor-Hetényi Judit,	2
Kass János,	10
Vass Richárd,	1
Dudás Szabolcs,	2
PePe - basszusgitar	1
Göncz Kinga	2
SZABÓ Kristóf,	4
Andreas Fogarasi	4
Rofusz Kinga,	6
Grünfelder Judit,	10
Tarcsi Ádám,	2
Kmety Gy. 26/28.,	2
KÁLLAI András,	8
Köllő Zsuzsanna,	5
Verebics Katalin,	39
Tölgyesi Katalin,	2
Balla Enikő,	2
Budai Lotte,	2
Pozsár Eszter	2
Mo Throp,	2
Braco Dimitrijeviæ,	1
Würtz Ádám,	3
Várnai Ágnes,	2
Muhi András,	1
Az Iparművészeti Múzeum és az MTA BTK Művészettörténeti Intézet mozdulatművészeti kutatócsoportjának kiállítása,	2
Százados László	14
Adelita,	1
BORSOS Lőrinc,	8
Szotyory László és Várady Róbert,	1
Kopeczky Róna,	14
Tero Laaksonen,	2
Kőnig Frigyes  rektor	1
Kotormán László,	3
Deák Erika,	5
Ablonczy Balázs,	2
Babarczy Eszter,	6
Pálfi György	7
Csorba Judit,	2
Robert Smithson,	2
PETRÓ ZSUZSANNA kerámiatervező művész,	1
Farkas Ádám szobrászművész,	1
Pacsika Máté	1
Rafael Y. Herman	1
Nicola Trezzi,	4
Société Réaliste (HU/F),	2
"Klíma",	2
Agócs József,	2
Antoine Desailly,	2
Ewa WOLANSKA (PL),	1
A.Nagy Gábor és Domián Gyula,	1
József Attila-díjas író	2
John Baldessari,	1
Germán György,	2
Balázs Ádám	1
Baglyas E. és Gy.,	1
Piranesi,	1
Csató György festő,	2
NDK (Neue Debreczenische Kunst),	2
Darvas Angéla,	4
kortárs magyar női művészek,	2
Konok Tamás Kossuth-díjas festőművész kiállítása,	1
Paul Noble,	2
Fekete Levente,	2
Stephan Huber,	2
Vén Zoltán,	4
művészeti foglalkozás,	2
MAROSÁN Gyula,	2
Kungl György	2
Stoll / Sugár,	6
versek,	1
Maruša Zorec	2
Molnár Zoltán,	6
Andrey Paounov,	2
Far­kas Ádám szob­rász­mű­vész	2
Sophie Dodelin,	5
Békési Lászó,	2
Time's Up,	2
Sándor János,	2
Marsó Diana	2
Robin Pajtás Szabadiskolája	2
Jancsó Miklós,	4
Neil Jordan: Egy kapcsolat vége	1
KOZÁK Csaba	4
Csókás Emese,	2
Aaron van Erp (NL),	2
Dmitry Ermakov,	1
Lukács Miklós cimbalomművész	2
Láng Kristóf,	2
Beöthy Balázs képzőművész,	2
formatervező,	2
Benera Anca,	1
Nagy Stoica Georgeta,	2
Nemes János Pál,	2
Szuhay Péter etnográfus	2
KIssPál Szabolcs	2
MARTINKÓ Márk,	11
SCHOLZ Erik,	2
Szloboda Tibor	2
Gregory Euclide,	2
Andreas Mühe,	2
Boros Mátyás,	37
Juhász Gábor,	2
TELEP GALÉRIA,	1
Hushegyi Gábor,	9
Louise Provencher,	4
Válogatás Győri Magángyűjteményekből,	2
SZEMZŐ Zsófia,	6
LÁZÁR András,	2
