	step6	version 6 - top sim	version 6 - cnt
15116	vladimir houdek	67	4
15117	hilla havkin	54	2
15118	ivan csujkov	69	2
15119	schulcz zsuzsa	67	2
15120	czakli hajnalka	55	1
15121	firka kor	58	2
15122	deyson gilbert	52	2
15123	choi wonjoon	44	2
15124	isabel val	61	9
15125	tesch kata	67	2
15126	elmar hess	55	2
15127	kispal attila	67	8
15128	tomasz kozak	56	2
15129	baan laszlo szepmuveszeti muzeum	65	6
15130	lovasz adam	76	3
15131	az mke intermediamuvesz	53	2
15132	paksi endre lehelmuitesz	54	1
15133	bevezetikorosenyi tamas	59	2
15134	denis clarke	61	3
15135	mojzesne szekely katalin	61	7
15136	keszler barnabas	57	2
15137	fulep mark	53	2
15138	meiro koziumi	62	2
15139	varkonyi gyorgy	79	25
15140	barbara caspar	69	4
15141	deak laszlo	75	2
15142	michael powell piros cipellok	43	1
15143	peter fabo	73	2
15144	gal robert cseh centrum	53	2
15145	anneli temmes finnagora	62	2
15146	baji miklos zoltan	58	6
15147	schrammel imre kossuthdijas keramikusmuvesz	48	6
15148	grunwalsky ferenc	67	2
15149	jonas burgert	58	2
15150	vladar csaba	64	2
15151	mauer dora	64	2
15152	csontos janos	72	3
15153	krnacs sara	72	2
15154	hernyak kristof	58	1
15155	markus copper	67	2
15156	christopher pelley	50	2
15157	antal istvan juszuf	65	5
15158	rakay philip	54	2
15159	dorothee bienert	59	2
15160	kovacsovics david	57	1
15161	dudas flora	56	2
15162	szabo agnes katalin	68	2
15163	kovacs barna	70	2
15164	sylvester adam	64	1
15165	farkas laszlo	80	2
15166	matzon frigyes	57	2
15167	stanley mouse	55	1
15168	eneklo akademia	52	2
15169	kukla krisztiannal	69	1
15170	marko pogacnik	54	9
15171	kozremukodik csengery kristof	50	1
15172	hofer miklos	56	2
15173	tina umer	60	2
15174	plohn jozsef	67	1
15175	bartis elemer	70	6
15176	satoshi hasegawa fotografikus	45	2
15177	rieder gabor flash art	51	4
15178	tanacs eszter kalocsai fegyhaz	50	2
15179	gintaras makarevicius	55	1
15180	betty bee	56	2
15181	francesca sara	72	2
15182	magnum photos	46	1
15183	magyar karpitmuveszek	63	2
15184	helena musilova	55	1
15185	joao vasco paiva	64	2
15186	mayer marian	67	2
15187	olah matyas laszlo	67	8
15188	varady rob	57	2
15189	marko balazs	62	2
15190	porga gyula veszprem	53	2
15191	papp gabor zsigmond	53	2
15192	korponovics roland	59	11
15193	pager bernadett	61	3
15194	sebesteny ferenc	56	4
15195	jahoda reka	61	20
15196	eke vmi intezetigazgato	48	2
15197	kamil kukla	50	2
15198	kozma vera	59	1
15199	kasco peter	73	2
15200	takacs szilvia	69	52
15201	jerk judit	82	2
15202	kozma gyorgy amor	60	2
15203	solti andras	69	4
15204	cservenka edit	67	33
15205	hermann veronika	62	10
15206	nora malles	56	2
15207	pietro ferri	61	1
15208	modern muveszeti muzeum	65	2
15209	ari kupsus	55	136
15210	elek imre	60	7
15211	kovats nikolett	59	2
15212	harry gruyaert	48	2
15213	sipos istvan	72	4
15214	terebessy tobias	50	1
15215	piotr krajewski	59	15
15216	sos ildiko	67	2
15217	demeter ervin	61	3
15218	becsi kozgazdasagi	53	1
15219	tarr annamaria	62	6
15220	ivanyibitter brigitta kurator	50	2
15221	david prilucik	47	2
15222	mednyanszky laszlo	69	7
15223	marias istvan	80	12
15224	harald hund	64	20
15225	mecsi beatrix	55	3
15226	gerendi aniko	67	1
15227	matis lilla	64	2
15228	colin ledwith	52	2
15229	kassai muszaki egyetem muveszeti kar design tanszekenek	47	2
15230	maki stevenson	59	2
15231	schlauszky szilard	56	1
15232	breszkovics bernadett	61	8
15233	bartok gergely	55	2
15234	maklary kalman	62	6
15235	baksai mate	64	2
15236	simonffy marta	69	4
15237	bme adjunktusa	50	2
15238	terhes sandor	77	2
15239	alper sen	58	2
15240	virtualis cipo muzeum	50	1
15241	orimoto tatsumi	50	2
15242	perskovacs nora	67	4
15243	informacioszabadsag hatosag	46	1
15244	evgen copi gorisek	53	1
15245	martino coppes	67	2
15246	serena amrein	67	1
15247	jindrich streit	54	4
15248	andrey nepomnyaschev	50	2
15249	konopas judit emese	56	3
15250	janez jansa	61	12
15251	matthias jackisch	53	2
15252	horvath csaba	67	5
15253	mayer erzsebet kulturtortenesz	53	1
15254	anasztazia horosilova	54	1
15255	dalibor martinis	63	2
15256	typoszalon magyar typografusok egyesuletenek	44	2
15257	szel agnes	64	3
15258	hegyi csaba	58	14
15259	hanna uggla	54	2
15260	orosz peter	70	17
15261	veto orsolya lia	62	19
15262	zorka project	64	1
15263	fogarasi hunor	58	2
15264	benkovits balint	65	8
15265	megnyito performansz matrai peter	50	1
15266	magyar agnes	64	2
15267	jiri kovanda	64	2
15268	hegyhati emese	57	4
15269	paloczi andrea	64	2
15270	hajdu kata	60	4
15271	barbara szlavik	69	2
15272	anna alm finnorszag	62	2
15273	alex garland ex machina	51	1
15274	keszeg nandor	69	4
15275	loska lajosttortenesz	67	2
15276	gergely nora	61	15
15277	niran judit	75	3
15278	pecsi jozsef	80	4
15279	julius popp	50	2
15280	erdei istvan	72	2
15281	barabas zsofia	67	4
15282	johanna householder	55	1
15283	ruben ostlund	50	2
15284	the art critics orchestra	46	1
15285	vigh tamas	64	9
15286	nemeth david	67	10
15287	borbas marci	67	1
15288	polya zsombor	50	22
15289	rigler andras	64	2
15290	szakacs judit	75	2
15291	ilona keseru ilona	55	22
15292	franziska muchentaler	61	2
15293	alevtina kakhidze	52	2
15294	koncz karoly	64	2
15295	babinszky csilla bodis barnabas	51	2
15296	bme ipari	57	2
15297	izsak elod	55	20
15298	ujj zsuzsanna	71	2
15299	alexander petkov	55	2
15300	spanyol nagykovetseg tanacsosa	49	1
15301	elke sylvia kristufek	56	2
15302	balogh balazs dla	62	1
15303	hersko judit	82	7
15304	kirkovits andrea	64	2
15305	yagi lyota	52	2
15306	zbynik baladran	62	2
15307	bodnar zoltan	69	6
15308	bakos tamas	73	18
15309	czako peter	80	2
15310	erwin olaf	52	4
15311	gecov anett	56	4
15312	kokavecz boglarka	62	2
15313	kovacs budha tamas	67	24
15314	szadeczkykardoss gloria	58	1
15315	lepa georgievska	55	2
15316	kulturalis antropologiai fesztival	50	2
15317	szerenyi bela tekerolantos	55	1
15318	tobias anderson	59	4
15319	dominic hislop	50	10
15320	muszkagorgenyi katalin	68	1
15321	judit kurtag	55	7
15322	oberfrank luca	52	11
15323	jeanclaude faucon	50	4
15324	kathrin becker neuer berliner kunstverein videoforum	40	2
15325	sari ember	70	2
15326	lukas houdek	70	2
15327	torokillyes orsolya	65	5
15328	haborgo nagyik	50	2
15329	schramko peter	80	1
15330	toth robert	59	2
15331	asvany gyorgy	79	2
15332	marina alvitr	62	2
15333	rasmus waern	56	1
15334	adolphe braun	59	2
15335	szilagyi lacko	57	2
15336	nagy denes	67	20
15337	gabor marton daniel	67	5
15338	mondy andras	75	1
15339	bogdan maria	67	2
15340	ekler dezso dla	50	2
15341	erdos zsofi	64	4
15342	julien previeux	48	4
15343	pataki tibor	75	14
15344	vince angela	70	2
15345	chuang chewei	52	2
15346	elias adam	76	4
15347	szebeni andras	69	6
15348	germano dusha	58	2
15349	marina sztefanu	71	1
15350	pinter agnes	70	2
15351	antalaci bereczki kata	51	2
15352	hevesi laszlo	75	1
15353	almasi gyula bela	62	2
15354	pinter rita	70	2
15355	lonstak marton	69	2
15356	gobe tarsulat	55	4
15357	kmkk gyujtemenybol	50	2
15358	loranyi judit	75	23
15359	lilia perez martinez	56	2
15360	ko natasa	61	1
15361	beatrix simko	62	2
15362	tanko judit	75	3
15363	galeria tarsasag	62	1
15364	andy warhol	58	34
15365	nilbar gures	61	1
15366	szobraszati szimpozium	51	1
15367	belga muveszek	64	2
15368	vizy laszlo	75	2
15369	thomas freiler	57	2
15370	magyar nemzet kepszerkesztoje	52	2
15371	korossi jozsef	81	2
15372	aleksandra kalmus	58	2
15373	batai sandor	72	49
15374	nuria guell	61	2
15375	galbovy attila	67	27
15376	csengery katalin	63	2
15377	fiatalok fotomuveszeti studiojanak	55	1
15378	hajnal janos	67	7
15379	kemeny zoltan tervezografikus	51	1
15380	makany marta	69	2
15381	szenogradi szabina	56	4
15382	david lynchsmall stories	47	1
15383	vass sandor	70	18
15384	olafur olafsson&libia castro	44	2
15385	zonga igor	57	2
15386	szlauko laszlo szombathy balint szollossy eniko teller maria tooth gabor andor tga vass tibor whandal syporca wrobel peter	34	2
15387	szigethy anna	64	31
15388	taskovits eva	62	2
15389	csapek karoly	69	2
15390	kocsism brigitta szerkesztomusorvezeto	48	2
15391	gajzago donat	52	1
15392	zsemyle ildiko	77	1
15393	osama zatar	52	2
15394	beregi edina	61	2
15395	lukacs joka	72	2
15396	nanai borbala	81	2
15397	sebastian bieniek	55	2
15398	pezmann andrea	69	1
15399	gal renata	58	2
15400	tabiti tuztanc kollektiva	48	2
15401	kokesch adam	64	113
15402	luter filho	57	2
15403	tothfejel agnes	64	2
15404	egyed ildiko	77	2
15405	fischer judit	72	105
15406	bernadett breszkovicz	56	2
15407	koranyi matyas	69	4
15408	peter haimerl	64	2
15409	torok aliz	67	2
15410	inventio arts	52	4
15411	marina grzinic	62	4
15412	marine hugonnier	60	4
15413	gallery night	55	1
15414	caspar stracke	53	14
15415	ajpek orsolya	69	3
15416	csata judit	75	2
15417	harm lux	53	4
15418	pezman andrea sk	90	4
15419	szakallas zsolt	62	2
15420	balazs bela studio	58	1
15421	macsai istvan	72	1
15422	miskolci egyetem	67	2
15423	hirschler robert	57	2
15424	horvath roland	76	63
15425	menno aden	55	4
15426	papp eszter	57	2
15427	bakos istvan tervezografikus	55	2
15428	swierkievicz robert	57	3
15429	nina caspari	58	2
15430	sirkku ketola	54	2
15431	greguss kor	52	15
15432	mayer kitti	61	2
15433	major imola	70	2
15434	fodor tunde	61	2
15435	gurszky peter adam	57	2
15436	kacsak tamas	70	6
15437	battha gaspar&besnyo daniel	49	2
15438	erdei kriszta	65	2
15439	miriam sentler	62	2
15440	szelevenyi akos	64	2
15441	felix reutzel	48	2
15442	kormos mercedesz	59	2
15443	banki gabi	67	1
15444	joel hernandez	59	2
15445	ozdik orshi	64	21
15446	molnar zoltan	85	13
15447	nagy kriszta tereskova xt	55	3
15448	homor andrea	64	2
15449	muhai orsolya	71	1
15450	marko kovaeie	62	1
15451	zene zeljka milosevic	52	2
15452	torteneti muzeum	50	2
15453	korodi zsuzsanna	64	17
15454	horvath gideon	71	17
15455	molnar ferenc david	62	2
15456	harsay ilona	71	2
15457	soos reka	67	2
15458	martin gerboc	69	4
15459	nadas alexandra	64	35
15460	takats ferenc	69	2
15461	varro zsuzsa	64	2
15462	nagy zsofi	73	10
15463	maria anwander	62	2
15464	vajda julia	64	21
15465	nayg istvan	75	49
15466	vilem duha	57	2
15467	balogh judit	61	2
15468	sallo istvan	72	1
15469	nagy peter	67	2
15470	jekely zsombor gyujtemenyi foigazgatohelyettes	43	1
15471	deimantas narkevicius {lt}	49	2
15472	anetta mona	58	2
15473	nagy sara	63	12
15474	marijan jevsovar	55	2
15475	molnar zolika	85	2
15476	szoke barbara	64	2
15477	belegi marta	58	2
15478	csullog andras	69	5
15479	&aringsa sonjasdottir	55	2
15480	langer klara	64	1
15481	nastja sade ronkko	55	6
15482	bencsik janos	69	3
15483	szombat eva	50	24
15484	schickedanz albert	54	2
15485	widengrd reber krisztina	65	1
15486	abdulwahab nadia	53	2
15487	kisroka csaba	64	1
15488	herman levente horvath krisztian	54	3
15489	lorant aniko	67	42
15490	pekka korvenmaa	57	4
15491	marosan ferike	67	2
15492	james muriuki	50	1
15493	rozsda endre	62	42
15494	rez p&agravel	56	1
15495	piti marcell	52	15
15496	pinter luca	55	4
15497	william evans	67	2
15498	gero ambrus	52	16
15499	alem korkut	52	1
15500	dmitry bulatov	54	1
15501	kosinszky richard	56	1
15502	wolsky andras	69	36
15503	boros miklos	72	2
15504	remenyi jozsef tamas	67	2
15505	kalaszi marianna	61	2
15506	zmago lenardic	57	2
15507	andrea klimko	70	2
15508	laczko peter	67	4
15509	paul harbaugh	50	1
15510	ilosvai zsofia	58	3
15511	varja mocnik	64	1
15512	szabo andras	80	4
15513	koszontoszilagyi tibor	59	2
15514	hopp ferenc keletazsiai muveszeti muzeum	50	1
15515	ludmann gyorgy	62	4
15516	vadasz viktoria	69	2
15517	feher anna	67	2
15518	dj liquid	47	2
15519	gyorffy akos	58	2
15520	gaspar gyula	52	2
15521	krizbai alex	52	4
15522	laurent perbos	65	1
15523	mezey andras golyo	58	4
15524	csanyi viktor	64	4
15525	kemeny zsofi	73	8
15526	patrick schmierer	56	4
15527	sm eisenstein	54	2
15528	fabian kitti	61	4
15529	szalay andras	80	2
15530	hartwig fischer	56	1
15531	witek orski	64	2
15532	marffy odon	52	5
15533	kerenyi janos	72	1
15534	petranyi zsolt phd	62	2
15535	kiss andor	73	2
15536	maciek blazniak	52	1
15537	zrinyifalvi gabor	62	2
15538	societe realiste	50	78
15539	szert lili	63	6
15540	borocz laszlo	69	6
15541	monus terez	59	2
15542	muranyi kristof	62	13
15543	nicole degenhardt	52	4
15544	somi sniegocka	52	2
15545	bodo tamas	76	1
15546	vivian maier	58	4
15547	kortars muveszek	61	4
15548	jarno vesala	61	2
15549	major matyas	70	2
15550	tatiana kaibrowne	52	2
15551	varos mindenkie	62	2
15552	csorsz rumen istvan	58	2
15553	ganyi miklos	64	2
15554	klosz gyorgy	75	5
15555	fodorne orban anna	61	2
15556	nemeth szilvi	64	2
15557	riad miah	55	2
15558	berecz agnes	64	4
15559	palfi szabolcs	58	8
15560	varga melinda	77	1
15561	kerserue zsolt	64	1
15562	koncz viktoria	69	4
15563	chen shunchu	48	2
15564	torteli lilla	57	2
15565	villasek tibor	62	2
15566	pezman andrea	90	6
15567	kobor beatrix	52	2
15568	ijgyarto istvan	67	2
15569	ervin patkai	58	4
15570	jim osborne	52	2
15571	kovai melinda	77	2
15572	szigetine toth judit	52	2
15573	veress eneh erzsebet	57	13
15574	paczona marta orosz karoly	51	2
15575	roberta acerboni	55	1
15576	leszek golec	50	2
15577	soos borbala	67	15
15578	tamara moyzes	57	4
15579	baksa nandor	73	4
15580	graszli bernadett	52	6
15581	szmolka zoltan	81	7
15582	koroknai zsolt dla	69	10
15583	katja kollowa	52	2
15584	hegedun horvath olga	65	2
15585	matthew witkovsky	50	2
15586	miami porno machine	53	2
15587	daniel fodor daniel	55	2
15588	suto csaba barcsay jeno kepzomuveszeti alapitvany	57	2
15589	zavada pal	57	17
15590	dominique desanti	51	2
15591	vasaros zsolt dla	69	2
15592	sebastian lexer bret battey christy matson david whitcraft dennis miller derek gerstmann francoisjoseph lapointe	37	2
15593	marton zsofia eszter	61	6
15594	foldes barnabas	61	2
15595	schuth janos vudak	55	1
15596	jaczina fanni	64	1
15597	stella rollig	54	2
15598	liptak agnes	83	20
15599	photograph review fugaban	46	2
15600	greskovics eszter	59	2
15601	atelier lieshout	55	2
15602	karin bachmann	59	2
15603	schrotta janos frigyes	55	2
15604	horvath balazs byron	65	4
15605	thomas hodges	56	2
15606	pataki agnes	83	2
15607	douglas gordon	50	6
15608	cedric larvoire	52	1
15609	baranyi gabriella	67	2
15610	borsos mihaly	72	4
15611	kanocz petra	67	2
15612	gayle tustin	61	2
15613	barna imre europa konyvkiado	48	2
15614	erdei viktor	64	3
15615	makk lilla orsolya	71	1
15616	roters katharina	62	5
15617	radnay csilla	60	2
15618	magyar monika	64	2
15619	adrien tirtiaux	56	2
15620	lijun zhang	50	2
15621	fiona raby	55	2
15622	juraj toman	62	4
15623	fuleky adrienn koppany attila	50	2
15624	roman kulturalis intezet	67	2
15625	mediakutatasi intezet	67	2
15626	marissa wedenig	62	2
15627	balint jakob	58	2
15628	thuroczy szabolcs	58	2
15629	gartner petra	64	4
15630	cristina david	62	2
15631	bereznai tamas	81	5
15632	busa pista	64	2
15633	annaliisa unt	54	2
15634	illes balazs	64	2
15635	karmen corak	54	2
15636	zarko baseski	62	2
15637	victoria begalskaya	52	1
15638	czene bela	58	1
15639	szegedymaszak zoltan	75	81
15640	kurt kaindl	78	2
15641	william eggleston	67	2
15642	barabas marton dla	63	2
15643	sandro miller	70	5
15644	manvarhegyi reka	60	4
15645	johanna binder	57	1
15646	performansz aurora aulong	52	2
15647	gyori blanka	58	21
15648	nagy judit borbala	53	5
15649	kovacs agnes	67	2
15650	tudomanyos kozpont igazgatoja	43	2
15651	orsos judit	61	2
15652	harun farocki	54	7
15653	xx esztergomi fotografiai biennale	49	2
15654	juhasz tamas	67	23
15655	kalicz mate	57	2
15656	mendreczky karina	55	8
15657	peter bankov	61	2
15658	tuuli toivola	55	2
15659	juli laki	67	2
15660	perenyi tamas	81	4
15661	valogatas szollosinagy-nemes gyujtemenybol	44	2
15662	kobayashi isao jp	52	2
15663	andreas reichel	64	1
15664	muvek szent istvan kiraly muzeumbol	45	2
15665	judit kis	67	2
15666	konok tamas	76	79
15667	bogi dia	67	3
15668	laurent mareschal	65	2
15669	forrai ferenc	62	2
15670	martin kohout	62	2
15671	avi mograbi	67	4
15672	sinko katalin	69	2
15673	emil abboud	45	3
15674	impex nem	50	2
15675	jose heerkens	59	4
15676	szabo levente	71	8
15677	vanyur istvan	75	2
15678	angel orensanz	57	2
15679	nina kovacheva denisa lehocka	46	1
15680	anna konik	64	3
15681	lakatos abel	61	4
15682	igor hosnedl	52	9
15683	szarvas gabor	64	3
15684	kemtty janos	72	2
15685	bme epiteszmernoki jug matyas	47	2
15686	adam stech	56	4
15687	gabay gergely	69	1
15688	csapo julia	70	2
15689	gerocs julia	70	4
15690	stauby tamas tnpu szuperintendansa	43	2
15691	sugar kata	57	1
15692	bernd kirschner	53	1
15693	gecser lujza	58	2
15694	gerloczy zsigmond zongorazik	45	2
15695	mike mills	55	1
15696	szabo jeno	70	1
15697	gigi scaria	61	11
15698	szemelyes tarlatvezetes	51	2
15699	berta zsolt	64	2
15700	fejer andor	67	1
15701	vass norberteti	51	2
15702	ines doujak	60	1
15703	kiraly erzsebet	57	4
15704	shirin neshat	54	13
15705	mike parr	55	2
15706	lelkes andras	69	4
15707	wessely anna phd	56	1
15708	german kinga	56	15
15709	kutvolgyi szabo aron	53	2
15710	haid attila	54	11
15711	marzieh fakhr	59	1
15712	bodoczky istvan kepzomuvesz	60	2
15713	gabor moricz	56	2
15714	alfredo cramerotti	50	2
15715	maurice tellingen	63	1
15716	pinter andras ferenc	67	4
15717	gyaraki david	59	2
15718	belvarosi muveszek tarsasaga	55	1
15719	bernat andras bullas jozsef chilf maria csiszer zsuzsa foris katalin gajzago donata horvath loczi judit kaldi kata korodi luca kovacs lola lengyel andras madacsy istvan nagy gabor gyorgy nagy zsofia nemere reka otvos zoltan soos tamas szabo attila szilagy	33	1
15720	siegmund akos	57	29
15721	vasvari marton	56	2
15722	carl weiler	58	2
15723	arkadi lomadze	56	2
15724	hanko gergely	74	2
15725	horanyi ozseb	57	4
15726	balla lorand nagy aniko	63	2
15727	john cassavetes new york arnyai	48	1
15728	vector newman	50	2
15729	altorjai sandor	59	12
15730	szechenyi muvesztelep alapitvany	57	1
15731	francois fiedler tarlatan	49	2
15732	nemeth sz peter	64	4
15733	bahrami shahla ca	53	2
15734	christos dimitriou	55	2
15735	csaplar vilmos	52	2
15736	toth ali	57	2
15737	fabenyi julia	58	108
15738	palhegyi flora	60	4
15739	bojtos aniko	67	2
15740	horvath csongor gergo	63	2
15741	myriam laplante	62	4
15742	sudar peter	73	4
15743	radvanyi gyorgy ybldijas	53	2
15744	mariechen danz	59	4
15745	malin barth	56	2
15746	karacs andrea	67	2
15747	kovach gergely	74	9
15748	szucs peter	73	7
15749	thorday filomena	71	2
15750	viragvolgyi istvannal	59	2
15751	makk karoly egymasra	58	1
15752	maurizio pellegrin	63	2
15753	nemes judit mugyujtok	50	2
15754	berkei csaba	64	2
15755	magyar kepzomuveszek	61	2
15756	koscso laszlo	72	18
15757	mona vatamanu	62	4
15758	michal pechoucek	61	4
15759	korompai peter	62	5
15760	boromisza tibor	59	6
15761	cseh gabriella	65	10
15762	jakub choma	55	2
15763	hudra klara	61	13
15764	kovalovszky marta	61	53
15765	szathmary lorant	57	2
15766	agg lili	56	6
15767	marton laszlo	72	23
15768	domahidi krisztina	65	2
15769	dekany tibor	62	2
15770	illes katalin	69	19
15771	nagy balogh janos	55	2
15772	tim vermeulen	50	2
15773	bruce posner	52	1
15774	szasz gyorgy	75	66
15775	ermezei lili zoe	54	8
15776	eross nikolett kurator	48	3
15777	barbara hammer	53	2
15778	kontroll kiallitasei	52	2
15779	aleksandra sumorok	65	2
15780	csejdy borka	54	2
15781	murata tomoyasu	62	4
15782	csontos gyorgyi	67	2
15783	andre lier	70	4
15784	martyn ferenc	69	5
15785	laszlo melinda	67	8
15786	janosi anna	61	6
15787	bojar ivan	64	7
15788	balogh wanda alida	60	2
15789	olah mara	76	8
15790	palko tibor festmenyeinek	47	1
15791	frank piasta	64	2
15792	kurt kladler	78	2
15793	herzog&de meuron	50	1
15794	kunitsyna alina	54	2
15795	milorad krstic	56	11
15796	steffanits istvan	67	2
15797	design university dundee	43	2
15798	anna martiashvili	55	2
15799	andrea maria krenn	61	3
15800	fe lugossy laszlo	67	8
15801	gert riel	63	2
15802	kiraly fanni	64	4
15803	orgovanyi gabor	64	6
15804	pap emese dorotya	65	1
15805	molnar maria	76	7
15806	moderator szabics agnes	57	2
15807	skublics marcsi	54	2
15808	timar gergo	67	4
15809	tegi canfari	61	1
15810	henri nouveau	54	2
15811	bittner meenakshi dora	50	2
15812	lenka holikova	67	2
15813	nagyova terezia	64	2
15814	pte elektronikus	48	2
15815	pasqualetti eleonora	59	3
15816	erdos virag	61	8
15817	pavel kopriva	57	2
15818	sterio karoly	54	2
15819	cuj hsziuven	45	2
15820	marosi dia	67	2
15821	szep gabi	61	4
15822	pap emese petranyi luca	65	1
15823	forianszabo noemi	59	1
15824	albert ildiko	61	2
15825	boris buden	55	8
15826	hock beata	55	4
15827	kanyo ervin	61	2
15828	seregi tamas phd	69	1
15829	szabo magdolna	69	4
15830	csordas levente	71	2
15831	szel agnes eletmukiallitasa	48	2
15832	horvath richard	76	5
15833	mia cuk	61	2
15834	lipovszky lel keve	47	3
15835	valko laszlo	72	14
15836	tejada erika anna	59	1
15837	lukats marton andras	63	2
15838	lajko felix	61	4
15839	armin linke	62	4
15840	hidvegi mate	58	2
15841	alekszej beljajevgintovt	49	2
15842	andre hebbelinck	62	2
15843	susanne gaensheimer	48	2
15844	bertien manen	64	2
15845	nedko solakov	59	2
15846	oexc domingo cullen	44	4
15847	art quarter	55	8
15848	kengo kuma eloszavaval	50	2
15849	gentian shkurti	52	3
15850	jerzy celichowski	44	4
15851	veghseo klara	64	2
15852	kendall shaw	50	2
15853	tezsla rebeka viktoria	59	2
15854	carlos pesudo	58	2
15855	david mo 3/4 ny	48	4
15856	metropolitan egyetem	67	4
15857	milovan farronato	55	1
15858	juliette binoche	50	3
15859	lukacs nora	67	2
15860	gruber bela	60	6
15861	dora adam	60	5
15862	kovacs david	67	2
15863	kovacs kristof	62	53
15864	paolo vegas	52	2
15865	magnum fotografusai	49	2
15866	szegedymaszak mihaly	75	4
15867	valerij viktorovics platonov	51	2
15868	joyce kozloff	46	2
15869	antonio ria	57	2
15870	ines vega	60	2
15871	radu jude	57	2
15872	kapoli ilona	69	1
15873	rajcsanyi gellert	55	2
15874	retteghy adam	56	2
15875	steiber zsolt	69	4
15876	makray janos	70	2
15877	karolina freino	62	3
15878	denis villeneuve erkezes	47	1
15879	juhasz marton andras	69	4
15880	szonyei gyorgy	69	14
15881	ferencz marcel	57	1
15882	susy fischer	54	2
15883	ada buchholc	45	1
15884	maximillian sinclair	53	2
15885	marosan ferenc	80	7
15886	csikos arpad	64	1
15887	csonto lajosgabor imre	51	1
15888	mader barnabas	67	2
15889	olah viktor	70	1
15890	soproni egyetem alkalmazott muveszeti intezete vegzosei	54	1
15891	robert saint cricq	50	4
15892	solyom alex	53	2
15893	erdelyi mor	58	2
15894	koves eva	61	58
15895	kozremukodik united gods kecskes peter miklos peter	42	2
15896	erdody jozsef attila	61	4
15897	kortarsk mexikobol	55	2
15898	marso diana	61	3
15899	farkas juli	70	2
15900	kanya kinga	70	2
15901	szinte janos	75	2
15902	anne hofmann	72	2
15903	der adrienn	62	13
15904	szabo nelli	61	6
15905	pataki judit	64	2
15906	bereczki ibolya	62	1
15907	kujbus janos	67	18
15908	elena porubanova	67	2
15909	dobos sandor	87	2
15910	frantisek itkol	57	1
15911	soda gallery	58	2
15912	balazs kicsiny	64	1
15913	akademia sztuk pieknych jana matejki krakowie	43	4
15914	aleks soselia	58	2
15915	fazakas csaba	71	5
15916	shodo ishida	54	2
15917	alicia framis	57	2
15918	bachman balint	59	2
15919	szerdahelyi istvan	62	1
15920	kommunikacio tanszek	53	1
15921	volker schlondorff remkiraly	48	1
15922	hegedus anett lilla	63	5
15923	sztefanu marina	62	7
15924	baksasoos veronika	67	15
15925	konsztantin kosztov	53	2
15926	trokan nora	64	2
15927	ioan bunuo	57	1
15928	peterfy bori	61	4
15929	izsak eva vetitettkepes	47	1
15930	haraszti ginakutvolgyi lenabengt sjolen	42	2
15931	berkics mihaly	62	2
15932	lakatos istvan	74	4
15933	magyar festok tarsasaganak	58	1
15934	goz laszlo	76	3
15935	geisbuhl tunde	48	2
15936	nikola vukobratovic	53	1
15937	franco adami	62	2
15938	spanyol nagykovetseg diplomataja	43	2
15939	katarzyna jozefowicz	56	1
15940	peter lehocky	56	3
15941	nora bodnar	57	2
15942	somhegyi zoltan	69	20
15943	szervatiusz tibor	67	5
15944	zoran didek	64	2
15945	zsambeki gabor	67	2
15946	olah dora	74	4
15947	lizak peter	76	2
15948	okm szakallamtitkara	51	2
15949	mediamuveszeti performansz	56	1
15950	kevin spacey	46	2
15951	maria lind	67	2
15952	fitz peter	76	102
15953	tovaj rozalia	69	2
15954	lorella mastropasqua	50	2
15955	sebok eszter	83	2
15956	zatonyi tibor	69	3
15957	muradin jeno	67	2
15958	mario merz	67	4
15959	nagel kornel grafikusmuvesz	56	1
15960	leal enrique	48	1
15961	csanadi gabor	67	6
15962	natalia ll	55	10
15963	scheiber hugo	62	3
15964	mester laszlo	77	4
15965	fabian petra	64	4
15966	baki peter	76	23
15967	shakespeare helmet	48	2
15968	choli daroczi jozsef	56	1
15969	molnar melinda	71	1
15970	rob johannesma	54	2
15971	vladka mala	60	2
15972	yusuke fukui	48	4
15973	cyst djk	42	1
15974	hubler janos	67	6
15975	kemeny henrik babmuvesz	49	2
15976	knaust daniel hegedu	44	2
15977	samuel robbins	50	2
15978	nepszabadsag fotoriporterevel	42	2
15979	nemcsik david	56	2
15980	olivier bonnin	57	2
15981	csoportos leirasnal	52	2
15982	monok istvan	78	6
15983	lukas hofmann	72	4
15984	naeem mohaiemen	48	1
15985	barta andras	67	4
15986	firnigel erika	55	1
15987	barothy anna	67	9
15988	bartha mate	64	50
15989	hegedus ioan andrei	63	2
15990	pablo tomek	52	4
15991	gregor aniko	61	2
15992	francesco bernardelli	61	2
15993	jan pfeiffer	64	4
15994	miltenberger miltenyi miklos	51	2
15995	revesz emese	59	50
15996	aleya hamza	55	2
15997	mayer eva	64	64
15998	boda zsolt	70	2
15999	jari vilen	60	3
16000	katona norbert	62	4
16001	li hui	50	2
16002	meggyes laszlo	74	5
16003	szegedi zsuzsa	54	1
16004	tamasi claudia	74	12
16005	louis henderson	54	6
16006	honeczy barnabas	67	1
16007	kisfalusi marta	62	2
16008	kekesi zoltan	89	39
16009	voros istvan	83	8
16010	ken feingold	67	2
16011	rekasy balint	59	2
16012	francois marie banier	61	1
16013	feledy balazs ms mestedijaseti	46	2
16014	kristina norman	73	9
